1 1000000 500, 1.0
2 500000 500, 1.8485424855176398
4 250000 500, 2.3399165120290255
8 125000 500, 2.3014411980928653
1 1000000 1000, 1.0
2 500000 1000, 1.8586536575058055
4 250000 1000, 2.334207017985159
8 125000 1000, 2.2995640679484968
1 1000000 1500, 1.0
2 500000 1500, 1.8667313433527077
4 250000 1500, 2.3298873067652166
8 125000 1500, 2.3140715014827125
1 1000000 2000, 1.0
2 500000 2000, 1.8629465503108245
4 250000 2000, 2.305901626477887
8 125000 2000, 2.2952910555413584
1 1000000 2500, 1.0
2 500000 2500, 1.8693073524591932
4 250000 2500, 2.3336273454612693
8 125000 2500, 2.321552091455231
